loan_id,application_date,branch,sector,employment_type,loan_amount,tenure_months,interest_rate,annual_income,credit_score,has_collateral,previous_loans,days_past_due_history,recovery_agent_assigned,defaulted
NL200224,2023-01-15,Biratnagar-04,Trade,Business Owner,63000.0,36,10.47,,754.0,Yes,2,8,No,0
NL200225,2023-01-15,Bhaktapur-03,Trade,Self-Employed,316000.0,48,12.89,225000.0,529.0,Yes,1,7,No,0
NL200226,2023-01-16,Bhaktapur-01,Trade,Salaried,464000.0,48,9.61,483000.0,763.0,Yes,1,1,No,0
NL200227,2023-01-16,Janakpur-03,Service,Self-Employed,284000.0,36,12.2,532000.0,626.0,No,3,3,No,0
NL200228,2023-01-16,Birgunj-03,Construction,Salaried,165000.0,24,13.19,873000.0,619.0,Yes,1,79,No,0
NL200229,2023-01-16,Biratnagar-01,Manufacturing,Business Owner,84000.0,36,12.34,737000.0,617.0,No,2,8,No,0
NL200230,2023-01-16,Kathmandu-03,Service,Salaried,417000.0,18,10.29,465000.0,850.0,Yes,3,30,No,0
NL200231,2023-01-16,Dharan-03,Construction,Self-Employed,304000.0,60,13.1,929000.0,595.0,Yes,2,54,No,0
NL200232,2023-01-16,Biratnagar-03,Trade,Self-Employed,841000.0,12,12.13,394000.0,837.0,No,0,4,No,0
NL200233,2023-01-16,Pokhara-04,Trade,Business Owner,100000.0,12,10.85,404000.0,722.0,No,2,16,No,0
NL200234,2023-01-16,Butwal-03,Construction,Self-Employed,208000.0,12,12.57,827000.0,535.0,Yes,1,5,No,0
NL200235,2023-01-16,Lalitpur-02,Construction,Self-Employed,110000.0,36,13.38,885000.0,549.0,No,1,1,No,0
NL200236,2023-01-16,Birgunj-02,Manufacturing,Self-Employed,640000.0,24,12.22,900000.0,658.0,No,1,7,No,0
NL200237,2023-01-16,Nepalgunj-03,Trade,Informal,751000.0,36,12.75,437000.0,,No,0,12,Yes,1
NL200238,2023-01-16,Biratnagar-03,Tourism,Business Owner,1254000.0,24,12.59,511000.0,602.0,No,2,8,Yes,1
NL200239,2023-01-16,Kathmandu-01,Agriculture,Salaried,438000.0,24,12.11,286000.0,589.0,No,1,9,No,0
NL200240,2023-01-16,Bhaktapur-02,Manufacturing,Business Owner,536000.0,48,11.59,854000.0,787.0,No,0,37,No,0
NL200241,2023-01-16,Kathmandu-03,Trade,Salaried,411000.0,24,10.94,339000.0,655.0,Yes,0,22,No,0
NL200242,2023-01-17,Birgunj-01,Service,Salaried,456000.0,24,11.82,142000.0,,No,0,8,No,0
NL200243,2023-01-17,Pokhara-03,Agriculture,Salaried,308000.0,36,11.2,372000.0,651.0,No,4,0,No,0
NL200244,2023-01-17,Lalitpur-02,Construction,Self-Employed,472000.0,12,12.23,288000.0,644.0,No,0,34,No,0
NL200245,2023-01-17,Butwal-04,Manufacturing,Business Owner,1476000.0,24,11.12,120000.0,845.0,Yes,2,43,No,0
NL200246,2023-01-17,Lalitpur-04,Service,Self-Employed,349000.0,12,11.3,343000.0,694.0,No,1,1,Yes,1
NL200247,2023-01-17,Pokhara-02,Manufacturing,Business Owner,302000.0,24,11.19,794000.0,850.0,No,1,8,No,0
NL200248,2023-01-17,Janakpur-04,Service,Self-Employed,344000.0,36,10.15,632000.0,714.0,Yes,1,3,No,0
NL200249,2023-01-17,Kathmandu-03,Service,Salaried,265000.0,6,12.89,631000.0,578.0,No,1,0,No,0
NL200250,2023-01-17,Bhaktapur-02,Trade,Self-Employed,357000.0,12,9.46,1183000.0,758.0,Yes,3,5,No,0
NL200251,2023-01-17,Pokhara-01,Trade,Business Owner,259000.0,36,10.97,342000.0,633.0,Yes,0,1,No,0
NL200252,2023-01-17,Birgunj-01,Agriculture,Self-Employed,699000.0,36,10.06,240000.0,785.0,Yes,1,7,No,0
NL200253,2023-01-17,Bhaktapur-02,Trade,Self-Employed,649000.0,24,13.93,664000.0,576.0,No,1,4,No,0
NL200254,2023-01-18,Janakpur-03,Trade,Self-Employed,1505000.0,18,14.33,610000.0,489.0,No,2,5,No,0
NL200255,2023-01-18,Kathmandu-01,Construction,Self-Employed,291000.0,18,10.94,223000.0,650.0,Yes,0,0,No,0
NL200256,2023-01-18,Janakpur-02,Agriculture,Salaried,368000.0,12,10.43,438000.0,779.0,Yes,3,22,No,0
NL200257,2023-01-18,Birgunj-02,Trade,Informal,357000.0,24,12.53,,580.0,Yes,1,14,No,0
NL200258,2023-01-18,Kathmandu-02,Service,Salaried,344000.0,24,10.08,580000.0,695.0,Yes,1,7,No,0
NL200259,2023-01-18,Lalitpur-01,Agriculture,Salaried,692000.0,48,11.49,770000.0,576.0,Yes,2,0,No,0
NL200260,2023-01-18,Lalitpur-01,Service,Business Owner,88000.0,24,12.87,322000.0,730.0,No,2,21,No,0
NL200261,2023-01-18,Bhaktapur-04,Service,Business Owner,419000.0,12,12.05,203000.0,605.0,No,0,14,No,0
NL200262,2023-01-18,Pokhara-02,Service,Business Owner,1325000.0,18,10.18,278000.0,665.0,Yes,3,2,Yes,1
NL200263,2023-01-18,Butwal-02,Trade,Self-Employed,824000.0,36,11.28,836000.0,608.0,Yes,4,1,No,0
NL200264,2023-01-18,Pokhara-01,Agriculture,Informal,756000.0,24,14.04,929000.0,569.0,No,2,8,No,0
NL200265,2023-01-18,Dharan-02,Trade,Self-Employed,558000.0,36,13.7,441000.0,457.0,Yes,3,10,No,0
NL200266,2023-01-18,Bhaktapur-04,Service,Self-Employed,190000.0,24,12.71,1249000.0,517.0,Yes,1,22,No,0
NL200267,2023-01-18,Bhaktapur-03,Trade,Self-Employed,169000.0,12,12.73,442000.0,614.0,No,0,12,No,0
NL200268,2023-01-18,Bhaktapur-04,Trade,Self-Employed,170000.0,48,10.79,356000.0,683.0,Yes,0,3,No,0
NL200269,2023-01-18,Pokhara-02,Trade,Self-Employed,126000.0,18,9.5,204000.0,816.0,Yes,3,12,No,0
NL200270,2023-01-18,Nepalgunj-02,Construction,Informal,603000.0,12,12.36,,591.0,Yes,1,29,Yes,1
NL200271,2023-01-18,Bhaktapur-02,Trade,Salaried,892000.0,24,13.12,944000.0,579.0,No,0,2,Yes,1
NL200272,2023-01-18,Bhaktapur-03,Trade,Salaried,411000.0,36,12.65,1074000.0,514.0,Yes,0,11,No,0
NL200273,2023-01-18,Janakpur-03,Trade,Self-Employed,542000.0,24,9.36,,721.0,Yes,0,1,No,0
NL200274,2023-01-18,Butwal-03,Agriculture,Self-Employed,370000.0,24,11.24,666000.0,694.0,No,3,3,No,0
NL200275,2023-01-19,Lalitpur-04,Service,Business Owner,454000.0,24,9.82,1316000.0,683.0,Yes,1,3,No,0
NL200276,2023-01-19,Nepalgunj-03,Tourism,Informal,61000.0,36,11.45,268000.0,,No,0,8,No,0
NL200277,2023-01-19,Lalitpur-04,Manufacturing,Business Owner,375000.0,36,12.25,1019000.0,605.0,Yes,1,16,No,0
NL200278,2023-01-19,Lalitpur-03,Service,Informal,216000.0,36,11.39,582000.0,769.0,No,2,18,No,0
NL200279,2023-01-19,Biratnagar-02,Manufacturing,Salaried,288000.0,6,12.11,557000.0,566.0,Yes,3,13,No,0
NL200280,2023-01-19,Butwal-04,Trade,Salaried,351000.0,24,12.81,202000.0,595.0,Yes,3,17,Yes,0
NL200281,2023-01-19,Lalitpur-04,Tourism,Salaried,173000.0,36,13.71,604000.0,543.0,No,2,1,No,0
NL200282,2023-01-19,Dharan-03,Tourism,Business Owner,132000.0,12,12.15,1000000.0,628.0,No,1,17,Yes,0
NL200283,2023-01-19,Lalitpur-03,Trade,Salaried,169000.0,12,13.0,131000.0,566.0,Yes,1,42,Yes,1
NL200284,2023-01-19,Dharan-04,Manufacturing,Salaried,100000.0,48,13.42,801000.0,580.0,No,0,2,No,0
NL200285,2023-01-19,Kathmandu-04,Trade,Self-Employed,125000.0,36,14.93,120000.0,526.0,No,4,52,No,1
NL200286,2023-01-19,Biratnagar-03,Service,Salaried,138000.0,60,13.05,203000.0,549.0,Yes,1,18,No,0
NL200287,2023-01-19,Butwal-02,Agriculture,Business Owner,101000.0,24,13.87,461000.0,487.0,Yes,0,2,No,0
NL200288,2023-01-19,Bhaktapur-03,Construction,Informal,441000.0,12,10.29,1304000.0,674.0,Yes,1,3,No,0
NL200289,2023-01-19,Butwal-01,Service,Salaried,151000.0,6,12.79,452000.0,558.0,Yes,1,1,No,0
NL200290,2023-01-19,Butwal-04,Manufacturing,Self-Employed,73000.0,36,11.76,654000.0,793.0,No,1,4,No,0
NL200291,2023-01-19,Butwal-03,Agriculture,Salaried,219000.0,36,10.49,278000.0,730.0,Yes,2,30,No,0
NL200292,2023-01-20,Pokhara-04,Trade,Salaried,129000.0,24,11.94,433000.0,647.0,Yes,1,11,No,0
NL200293,2023-01-20,Dharan-03,Manufacturing,Salaried,886000.0,24,9.91,473000.0,694.0,Yes,0,6,No,0
NL200294,2023-01-20,Dharan-02,Manufacturing,Self-Employed,328000.0,36,11.0,1343000.0,722.0,No,0,9,No,0
NL200295,2023-01-20,Pokhara-02,Agriculture,Self-Employed,98000.0,12,12.43,308000.0,593.0,No,0,18,No,0
NL200296,2023-01-20,Dharan-02,Tourism,Business Owner,454000.0,12,11.23,325000.0,621.0,Yes,1,2,No,0
NL200297,2023-01-20,Janakpur-01,Trade,Business Owner,316000.0,60,9.96,953000.0,742.0,Yes,0,18,No,0
NL200298,2023-01-20,Nepalgunj-01,Trade,Salaried,248000.0,24,9.93,420000.0,749.0,Yes,0,15,No,0
NL200299,2023-01-20,Dharan-02,Trade,Business Owner,966000.0,36,13.61,524000.0,567.0,No,3,13,No,0
NL200300,2023-01-20,Dharan-03,Trade,Business Owner,143000.0,60,9.89,640000.0,850.0,Yes,1,17,No,0
NL200301,2023-01-20,Nepalgunj-01,Service,Salaried,645000.0,36,12.81,330000.0,511.0,Yes,1,5,Yes,1
NL200302,2023-01-20,Bhaktapur-04,Construction,Self-Employed,218000.0,24,14.96,,423.0,Yes,1,2,No,0
NL200303,2023-01-20,Dharan-01,Service,Salaried,293000.0,36,9.77,952000.0,804.0,Yes,1,23,No,0
NL200304,2023-01-20,Lalitpur-04,Manufacturing,Salaried,169000.0,24,11.83,525000.0,709.0,No,3,20,No,0
NL200305,2023-01-20,Pokhara-03,Service,Salaried,177000.0,48,12.78,222000.0,658.0,No,1,9,No,0
NL200306,2023-01-20,Janakpur-02,Service,Salaried,214000.0,12,11.06,792000.0,717.0,Yes,0,28,No,0
NL200307,2023-01-20,Bhaktapur-04,Agriculture,Informal,71000.0,36,12.06,1699000.0,575.0,Yes,1,29,No,0
NL200308,2023-01-20,Nepalgunj-02,Manufacturing,Informal,385000.0,48,14.44,,475.0,No,3,35,No,0
NL200309,2023-01-20,Biratnagar-01,Service,Self-Employed,323000.0,18,12.65,1777000.0,597.0,No,1,10,No,0
NL200310,2023-01-21,Bhaktapur-01,Construction,Business Owner,96000.0,36,12.05,228000.0,574.0,Yes,2,22,No,0
NL200311,2023-01-21,Kathmandu-04,Service,Informal,486000.0,12,12.8,,546.0,No,2,11,Yes,1
NL200312,2023-01-21,Birgunj-02,Trade,Self-Employed,885000.0,12,12.48,609000.0,583.0,No,1,2,No,0
NL200313,2023-01-21,Biratnagar-03,Service,Self-Employed,180000.0,6,12.94,455000.0,584.0,No,0,13,No,0
NL200314,2023-01-21,Birgunj-01,Manufacturing,Business Owner,165000.0,24,13.28,399000.0,595.0,No,1,18,No,0
NL200315,2023-01-21,Kathmandu-02,Service,Informal,684000.0,6,10.62,120000.0,676.0,Yes,2,13,No,0
NL200316,2023-01-21,Bhaktapur-03,Construction,Business Owner,401000.0,24,10.65,1396000.0,693.0,Yes,1,41,No,0
NL200317,2023-01-21,Kathmandu-01,Service,Salaried,268000.0,18,11.19,179000.0,668.0,Yes,0,30,No,0
NL200318,2023-01-22,Pokhara-01,Service,Business Owner,546000.0,6,15.22,856000.0,399.0,Yes,1,27,No,0
NL200319,2023-01-22,Janakpur-02,Construction,Salaried,364000.0,12,12.35,492000.0,543.0,Yes,1,1,No,0
NL200320,2023-01-22,Lalitpur-03,Service,Salaried,866000.0,36,11.73,,545.0,Yes,0,12,No,0
NL200321,2023-01-22,Butwal-04,Service,Self-Employed,293000.0,18,9.6,,754.0,Yes,1,3,No,0
NL200322,2023-01-22,Kathmandu-01,Trade,Business Owner,408000.0,36,12.72,553000.0,559.0,Yes,1,29,No,0
NL200323,2023-01-22,Birgunj-03,Service,Salaried,676000.0,36,14.89,727000.0,460.0,No,1,45,No,0
NL200324,2023-01-22,Janakpur-01,Service,Salaried,50000.0,36,11.18,882000.0,705.0,Yes,1,47,No,0
NL200325,2023-01-22,Pokhara-02,Trade,Business Owner,694000.0,36,11.98,452000.0,649.0,No,2,7,No,0
NL200326,2023-01-22,Lalitpur-04,Manufacturing,Salaried,203000.0,36,10.81,232000.0,850.0,Yes,0,3,No,0
NL200327,2023-01-22,Birgunj-03,Trade,Business Owner,431000.0,24,14.35,227000.0,509.0,No,1,13,Yes,1
NL200328,2023-01-22,Bhaktapur-04,Trade,Self-Employed,1033000.0,24,11.51,931000.0,619.0,Yes,1,7,No,0
NL200329,2023-01-22,Nepalgunj-04,Manufacturing,Self-Employed,236000.0,12,13.21,413000.0,541.0,No,1,9,No,0
NL200330,2023-01-22,Nepalgunj-02,Trade,Salaried,211000.0,60,13.12,259000.0,542.0,Yes,2,2,No,0
NL200331,2023-01-22,Butwal-03,Manufacturing,Informal,285000.0,36,13.67,,562.0,No,1,13,No,0
NL200332,2023-01-22,Butwal-02,Manufacturing,Informal,100000.0,36,12.58,,536.0,Yes,3,3,No,0
NL200333,2023-01-22,Butwal-01,Trade,Salaried,1543000.0,36,10.89,221000.0,658.0,Yes,2,2,No,0
NL200334,2023-01-23,Dharan-02,Trade,Business Owner,287000.0,24,12.04,480000.0,,No,0,12,No,0
NL200335,2023-01-23,Biratnagar-03,Service,Business Owner,1019000.0,12,11.63,1063000.0,637.0,No,1,1,No,0
NL200336,2023-01-23,Janakpur-03,Trade,Salaried,231000.0,18,9.65,454000.0,760.0,Yes,0,1,No,0
NL200337,2023-01-23,Pokhara-02,Service,Self-Employed,304000.0,18,10.37,163000.0,693.0,Yes,0,14,Yes,1
NL200338,2023-01-23,Kathmandu-01,Agriculture,Informal,602000.0,36,12.39,837000.0,,No,0,38,No,0
NL200339,2023-01-23,Butwal-04,Manufacturing,Self-Employed,130000.0,24,10.72,973000.0,655.0,Yes,0,20,No,0
NL200340,2023-01-23,Butwal-03,Service,Informal,275000.0,18,11.87,1006000.0,669.0,No,2,3,No,0
NL200341,2023-01-23,Janakpur-04,Tourism,Salaried,585000.0,18,10.62,507000.0,728.0,No,2,4,No,0
NL200342,2023-01-23,Pokhara-04,Trade,Informal,253000.0,36,13.2,,531.0,Yes,2,21,No,0
NL200343,2023-01-23,Biratnagar-01,Construction,Informal,206000.0,36,12.22,772000.0,578.0,Yes,2,9,No,0
NL200344,2023-01-23,Birgunj-03,Agriculture,Salaried,684000.0,36,11.06,3121000.0,,Yes,0,39,No,0
NL200345,2023-01-23,Pokhara-04,Service,Self-Employed,848000.0,18,12.2,1130000.0,644.0,No,0,3,No,0
NL200346,2023-01-23,Dharan-04,Trade,Self-Employed,956000.0,24,12.44,1028000.0,505.0,Yes,2,1,Yes,1
NL200347,2023-01-23,Biratnagar-02,Trade,Informal,179000.0,24,11.66,332000.0,712.0,No,3,40,Yes,1
NL200348,2023-01-23,Dharan-04,Construction,Salaried,192000.0,12,10.97,272000.0,777.0,No,4,6,No,0
NL200349,2023-01-23,Biratnagar-02,Trade,Salaried,208000.0,18,10.6,525000.0,,Yes,0,7,No,0
NL200350,2023-01-23,Bhaktapur-02,Construction,Business Owner,508000.0,24,13.14,434000.0,574.0,No,0,15,No,0
NL200351,2023-01-23,Janakpur-04,Service,Self-Employed,121000.0,36,10.6,350000.0,721.0,Yes,2,8,No,0
NL200352,2023-01-23,Birgunj-02,Service,Self-Employed,126000.0,24,12.64,451000.0,602.0,Yes,1,37,No,0
NL200353,2023-01-23,Dharan-01,Manufacturing,Self-Employed,174000.0,12,12.07,432000.0,647.0,Yes,4,24,No,0
NL200354,2023-01-23,Birgunj-04,Trade,Informal,147000.0,24,10.23,329000.0,745.0,No,1,21,No,0
NL200355,2023-01-23,Pokhara-03,Service,Salaried,576000.0,24,10.06,735000.0,767.0,Yes,0,2,No,0
NL200356,2023-01-23,Janakpur-03,Construction,Informal,547000.0,36,12.16,,598.0,Yes,2,1,No,0
NL200357,2023-01-24,Pokhara-03,Trade,Self-Employed,207000.0,36,13.41,476000.0,591.0,No,1,29,No,0
NL200358,2023-01-24,Janakpur-04,Construction,Informal,256000.0,12,11.88,,782.0,No,2,52,No,0
NL200359,2023-01-24,Biratnagar-02,Tourism,Salaried,50000.0,24,12.56,520000.0,630.0,No,1,14,No,0
NL200360,2023-01-24,Kathmandu-01,Trade,Business Owner,210000.0,24,16.49,554000.0,355.0,No,2,17,No,0
NL200361,2023-01-24,Kathmandu-02,Service,Business Owner,754000.0,36,11.25,269000.0,682.0,Yes,0,20,No,0
NL200362,2023-01-24,Janakpur-03,Trade,Business Owner,202000.0,48,12.07,511000.0,564.0,Yes,3,2,No,0
NL200363,2023-01-24,Birgunj-02,Manufacturing,Salaried,131000.0,24,11.26,460000.0,613.0,Yes,1,7,Yes,0
NL200364,2023-01-24,Pokhara-04,Tourism,Self-Employed,832000.0,36,8.96,,696.0,Yes,3,2,No,0
NL200365,2023-01-24,Nepalgunj-01,Construction,Salaried,129000.0,6,15.31,370000.0,464.0,No,1,11,Yes,1
NL200366,2023-01-24,Butwal-01,Construction,Salaried,946000.0,48,9.38,645000.0,713.0,Yes,2,4,No,0
NL200367,2023-01-24,Butwal-03,Trade,Business Owner,2587000.0,36,14.62,498000.0,496.0,Yes,2,48,No,0
NL200368,2023-01-24,Butwal-04,Service,Informal,273000.0,12,13.84,885000.0,569.0,No,2,16,No,0
NL200369,2023-01-24,Lalitpur-04,Trade,Business Owner,754000.0,36,10.3,257000.0,670.0,Yes,1,1,No,0
NL200370,2023-01-25,Kathmandu-04,Construction,Salaried,85000.0,24,12.1,435000.0,523.0,Yes,0,16,No,0
NL200371,2023-01-25,Dharan-02,Trade,Salaried,82000.0,60,12.45,334000.0,523.0,Yes,1,3,No,0
NL200372,2023-01-25,Kathmandu-01,Trade,Self-Employed,163000.0,18,10.85,508000.0,672.0,Yes,0,26,No,0
NL200373,2023-01-25,Dharan-01,Trade,Salaried,550000.0,24,10.15,578000.0,690.0,Yes,1,3,No,0
NL200374,2023-01-25,Lalitpur-02,Trade,Business Owner,297000.0,24,12.03,235000.0,623.0,No,4,7,No,0
NL200375,2023-01-25,Bhaktapur-03,Trade,Salaried,258000.0,12,10.85,706000.0,699.0,Yes,3,13,No,0
NL200376,2023-01-25,Dharan-01,Trade,Salaried,113000.0,36,10.58,1869000.0,850.0,No,0,0,No,0
NL200377,2023-01-25,Butwal-01,Construction,Business Owner,270000.0,36,13.45,543000.0,498.0,No,1,7,Yes,1
NL200378,2023-01-25,Dharan-04,Agriculture,Salaried,183000.0,24,15.81,285000.0,427.0,No,1,6,Yes,1
NL200379,2023-01-25,Butwal-01,Trade,Self-Employed,148000.0,48,11.65,408000.0,747.0,No,2,20,No,0
NL200380,2023-01-25,Kathmandu-02,Agriculture,Self-Employed,139000.0,48,13.67,,528.0,No,3,2,No,0
NL200381,2023-01-25,Nepalgunj-02,Service,Salaried,342000.0,36,11.36,323000.0,675.0,No,0,4,No,0
NL200382,2023-01-26,Bhaktapur-01,Agriculture,Self-Employed,173000.0,12,10.42,765000.0,698.0,Yes,1,35,No,0
NL200383,2023-01-26,Lalitpur-02,Service,Self-Employed,295000.0,48,11.37,158000.0,637.0,Yes,0,38,Yes,1
NL200384,2023-01-26,Nepalgunj-04,Manufacturing,Business Owner,79000.0,18,11.26,579000.0,666.0,Yes,1,27,No,0
NL200385,2023-01-26,Lalitpur-04,Service,Salaried,433000.0,24,9.99,1088000.0,802.0,Yes,0,1,No,0
NL200386,2023-01-26,Birgunj-02,Trade,Self-Employed,355000.0,60,12.54,,582.0,No,2,0,No,0
NL200387,2023-01-26,Biratnagar-04,Manufacturing,Business Owner,249000.0,12,11.61,923000.0,761.0,No,0,12,No,0
NL200388,2023-01-26,Dharan-03,Agriculture,Salaried,335000.0,12,13.43,325000.0,516.0,Yes,2,1,Yes,0
NL200389,2023-01-26,Kathmandu-02,Agriculture,Salaried,598000.0,36,10.69,1207000.0,673.0,Yes,1,19,No,0
NL200390,2023-01-26,Lalitpur-01,Service,Salaried,100000.0,6,10.28,614000.0,686.0,Yes,1,10,No,0
NL200391,2023-01-26,Biratnagar-01,Service,Salaried,312000.0,12,11.46,1182000.0,633.0,Yes,1,2,No,0
NL200392,2023-01-26,Biratnagar-03,Agriculture,Salaried,111000.0,18,10.71,956000.0,732.0,Yes,0,1,No,0
NL200393,2023-01-26,Dharan-04,Trade,Informal,317000.0,36,12.11,,644.0,No,1,24,Yes,1
NL200394,2023-01-26,Butwal-01,Trade,Self-Employed,244000.0,24,11.67,420000.0,672.0,No,1,12,No,0
NL200395,2023-01-26,Lalitpur-02,Service,Self-Employed,291000.0,18,13.69,2117000.0,573.0,No,2,36,No,0
NL200396,2023-01-26,Janakpur-04,Trade,Salaried,560000.0,48,13.49,162000.0,545.0,No,0,5,No,0
NL200397,2023-01-27,Biratnagar-03,Service,Salaried,548000.0,36,12.51,439000.0,543.0,Yes,3,2,No,0
NL200398,2023-01-27,Janakpur-03,Trade,Business Owner,670000.0,24,15.22,205000.0,582.0,No,1,55,Yes,1
NL200399,2023-01-27,Janakpur-04,Manufacturing,Business Owner,220000.0,18,13.99,526000.0,518.0,No,1,14,No,0
NL200400,2023-01-27,Kathmandu-03,Manufacturing,Informal,503000.0,36,11.64,,817.0,No,1,8,No,0
NL200401,2023-01-27,Birgunj-01,Agriculture,Salaried,434000.0,12,10.98,328000.0,611.0,Yes,1,1,No,0
NL200402,2023-01-27,Biratnagar-01,Manufacturing,Salaried,224000.0,48,12.08,344000.0,639.0,No,1,17,No,0
NL200403,2023-01-27,Biratnagar-04,Service,Business Owner,324000.0,18,12.53,216000.0,531.0,No,2,13,Yes,1
NL200404,2023-01-27,Pokhara-01,Construction,Salaried,269000.0,36,9.89,647000.0,834.0,Yes,1,0,Yes,0
NL200405,2023-01-27,Birgunj-03,Agriculture,Salaried,844000.0,48,10.81,366000.0,616.0,Yes,1,10,No,0
NL200406,2023-01-27,Biratnagar-04,Service,Salaried,545000.0,12,12.96,635000.0,584.0,No,0,0,No,0
NL200407,2023-01-27,Lalitpur-04,Trade,Salaried,231000.0,12,11.89,353000.0,593.0,Yes,3,26,No,0
NL200408,2023-01-27,Bhaktapur-04,Manufacturing,Business Owner,219000.0,12,11.6,570000.0,620.0,No,0,3,No,0
NL200409,2023-01-27,Lalitpur-02,Manufacturing,Informal,608000.0,18,12.47,773000.0,611.0,No,2,6,No,0
NL200410,2023-01-27,Nepalgunj-02,Manufacturing,Business Owner,810000.0,24,13.87,658000.0,512.0,No,2,0,No,0
NL200411,2023-01-27,Butwal-04,Agriculture,Self-Employed,376000.0,12,12.06,557000.0,722.0,No,3,8,No,0
NL200412,2023-01-27,Pokhara-04,Construction,Business Owner,486000.0,12,13.84,459000.0,534.0,No,2,5,No,0
NL200413,2023-01-27,Pokhara-04,Tourism,Business Owner,788000.0,24,10.63,657000.0,717.0,No,2,13,No,0
NL200414,2023-01-27,Kathmandu-04,Manufacturing,Business Owner,260000.0,12,14.28,336000.0,514.0,No,1,9,Yes,1
NL200415,2023-01-28,Bhaktapur-04,Tourism,Self-Employed,316000.0,36,12.36,433000.0,656.0,No,0,27,No,0
NL200416,2023-01-28,Janakpur-01,Construction,Informal,427000.0,18,13.4,606000.0,543.0,No,0,5,No,0
NL200417,2023-01-28,Kathmandu-02,Trade,Salaried,215000.0,6,13.17,1268000.0,571.0,No,0,13,No,0
NL200418,2023-01-28,Lalitpur-02,Manufacturing,Self-Employed,1061000.0,12,12.24,,686.0,No,0,42,No,1
NL200419,2023-01-28,Nepalgunj-02,Trade,Business Owner,214000.0,18,10.07,282000.0,752.0,Yes,3,38,No,0
NL200420,2023-01-28,Birgunj-01,Trade,Informal,311000.0,12,10.71,584000.0,813.0,Yes,3,0,No,0
NL200421,2023-01-28,Kathmandu-02,Trade,Informal,1248000.0,12,10.99,,675.0,Yes,0,12,Yes,1
NL200422,2023-01-28,Biratnagar-04,Service,Self-Employed,73000.0,12,12.19,809000.0,639.0,No,2,1,No,0
NL200423,2023-01-28,Dharan-02,Trade,Business Owner,349000.0,24,12.99,496000.0,548.0,No,1,6,No,0
NL200424,2023-01-28,Pokhara-02,Trade,Salaried,181000.0,24,14.23,1045000.0,470.0,Yes,2,5,No,0
NL200425,2023-01-28,Pokhara-04,Trade,Business Owner,297000.0,24,10.72,159000.0,699.0,No,3,14,No,0
NL200426,2023-01-28,Butwal-02,Manufacturing,Salaried,120000.0,48,11.34,915000.0,616.0,Yes,3,0,No,0
NL200427,2023-01-28,Birgunj-04,Construction,Self-Employed,225000.0,36,10.93,402000.0,641.0,Yes,2,11,No,0
NL200428,2023-01-28,Janakpur-01,Tourism,Informal,302000.0,12,13.32,,602.0,No,2,27,No,0
NL200429,2023-01-28,Bhaktapur-02,Service,Business Owner,355000.0,24,11.94,913000.0,572.0,Yes,2,7,No,0
NL200430,2023-01-28,Bhaktapur-04,Trade,Self-Employed,581000.0,36,10.56,551000.0,704.0,No,0,4,No,0
NL200431,2023-01-28,Lalitpur-03,Construction,Salaried,52000.0,24,10.97,511000.0,802.0,No,4,15,No,0
NL200432,2023-01-29,Butwal-03,Trade,Self-Employed,270000.0,12,13.75,384000.0,526.0,No,4,8,No,0
NL200433,2023-01-29,Birgunj-02,Tourism,Salaried,260000.0,36,14.22,1395000.0,,Yes,1,1,No,0
NL200434,2023-01-29,Pokhara-02,Agriculture,Salaried,283000.0,12,11.24,605000.0,618.0,Yes,2,1,No,0
NL200435,2023-01-29,Butwal-04,Service,Informal,304000.0,18,12.81,561000.0,,No,0,16,No,0
NL200436,2023-01-29,Pokhara-04,Trade,Self-Employed,159000.0,36,10.3,1247000.0,752.0,Yes,2,3,No,0
NL200437,2023-01-29,Lalitpur-04,Trade,Salaried,93000.0,60,12.16,358000.0,688.0,No,0,43,No,0
NL200438,2023-01-29,Birgunj-02,Service,Business Owner,349000.0,48,10.92,419000.0,,No,0,16,No,0
NL200439,2023-01-29,Biratnagar-02,Service,Salaried,141000.0,60,10.61,874000.0,742.0,No,1,0,No,0
NL200440,2023-01-29,Biratnagar-01,Construction,Self-Employed,401000.0,18,11.84,1469000.0,650.0,No,3,10,No,0
NL200441,2023-01-29,Biratnagar-02,Manufacturing,Salaried,147000.0,24,11.56,503000.0,654.0,No,2,5,No,0
NL200442,2023-01-29,Janakpur-01,Service,Salaried,499000.0,12,11.74,621000.0,677.0,No,2,0,Yes,1
NL200443,2023-01-29,Bhaktapur-01,Trade,Self-Employed,285000.0,24,13.45,183000.0,554.0,No,0,5,No,0
NL200444,2023-01-29,Bhaktapur-04,Service,Business Owner,300000.0,36,9.82,1083000.0,681.0,Yes,0,4,No,0
NL200445,2023-01-29,Birgunj-03,Trade,Self-Employed,247000.0,12,10.05,250000.0,,Yes,0,7,No,0
NL200446,2023-01-29,Kathmandu-02,Manufacturing,Business Owner,219000.0,18,11.93,350000.0,580.0,Yes,0,5,No,0
NL200447,2023-01-29,Lalitpur-02,Manufacturing,Informal,249000.0,48,10.84,550000.0,617.0,Yes,1,3,No,0
NL200448,2023-01-29,Birgunj-03,Agriculture,Business Owner,719000.0,12,10.93,327000.0,702.0,No,2,8,No,0
NL200449,2023-01-29,Birgunj-01,Service,Informal,94000.0,18,10.11,147000.0,782.0,Yes,2,4,No,0
